1	287.413391113281	-34.5480690002441
3	242.889312744141	-62.2641677856445
5	224.035583496094	-72.5034255981445
7	193.639434814453	-91.9956436157227
9	179.917327880859	-88.5029907226563
11	165.401794433594	-118.029861450195
13	142.951263427734	-97.2959060668945
17	122.341209411621	-99.3851470947266
21	115.917976379395	-94.7420959472656
25	107.545593261719	-93.2002410888672
31	79.7633895874023	-83.4880752563477
37	71.1339111328125	-82.014762878418
44	64.3298492431641	-73.602897644043
52	55.9244537353516	-66.5307693481445
64	49.270679473877	-58.7604217529297
75	43.6946067810059	-55.2793731689453
90	37.3222999572754	-47.1523666381836
100	34.3726196289063	-44.4328308105469
110	33.3863716125488	-42.1474075317383
130	29.9891262054443	-37.5468559265137
170	25.8380279541016	-30.7432498931885
210	23.2547359466553	-26.4017238616943
250	21.4916839599609	-23.1492004394531
310	19.6173706054688	-19.688497543335
370	18.4993495941162	-17.248908996582
440	17.4021320343018	-15.2796583175659
520	16.6928215026855	-13.3782386779785
640	15.8332242965698	-11.2856960296631
750	15.2105102539063	-9.99386882781982
900	14.7161026000977	-8.67628574371338
1000	14.4561243057251	-7.97940063476563
1100	14.2452020645142	-7.43578243255615
1300	13.9109001159668	-6.5327033996582
1700	13.4239187240601	-5.29246187210083
2100	13.1140480041504	-4.47182083129883
2500	12.906307220459	-3.85724639892578
3100	12.6930360794067	-3.28699612617493
3700	12.6610813140869	-2.66117691993713
4400	12.408486366272	-2.49453473091125
5200	12.3803300857544	-1.95865261554718
6400	12.1363458633423	-1.79924654960632
7500	12.0775108337402	-1.58642196655273
9000	12.0308122634888	-1.38552641868591
10000	11.9349269866943	-1.20784056186676
11000	11.9641933441162	-1.12093532085419
13000	11.9490451812744	-0.996218144893646
